customer_id,first_name,last_name,email,phone,city,state,country,registration_date,age,gender,customer_segment,loyalty_points,is_email_verified
CUST00506,Barbara,Garcia,user506@outlook.com,+1-555-935-5530,Denver,CO,USA,2023-03-18,28.0,Female,B2C,4967,True
CUST00507,Barbara,Smith,user507@gmail.com,+1-467-279-7670,Fort Worth,TX,USA,2023-12-08,37.0,Male,B2C,4576,True
CUST00508,Jennifer,Johnson,user508@yahoo.com,+1-725-363-9813,San Jose,CA,USA,2024-02-21,59.0,Non-binary,B2C,3627,False
CUST00509,Jennifer,Davis,user509@outlook.com,+1-897-571-1448,San Diego,CA,USA,2024-01-22,31.0,Prefer not to say,B2B,952,True
CUST00510,David,Brown,user510@gmail.com,+1-893-818-4767,Fort Worth,TX,USA,2022-04-15,40.0,Non-binary,B2C,3378,True
CUST00511,Patricia,Jones,user511@yahoo.com,+1-295-508-6603,Dallas,TX,USA,2022-01-16,68.0,Male,B2B,4542,True
CUST00512,Jennifer,Brown,user512@outlook.com,+1-787-375-3994,Austin,TX,USA,2024-01-11,31.0,Female,B2C,4087,True
CUST00513,Robert,Brown,user513@gmail.com,+1-434-307-5091,San Diego,CA,USA,2022-12-31,46.0,Non-binary,B2C,1277,True
CUST00514,David,Anderson,user514@yahoo.com,+1-704-728-1108,Chicago,IL,USA,2022-07-06,60.0,Male,B2B,3950,True
CUST00515,Barbara,Jones,user515@outlook.com,+1-702-287-9374,Indianapolis,IN,USA,2023-05-05,45.0,Non-binary,B2B,3259,True
CUST00516,William,Miller,user516@gmail.com,+1-689-653-1533,Los Angeles,CA,USA,2022-07-19,51.0,Non-binary,B2B,3225,True
CUST00517,Elizabeth,Wilson,user517@yahoo.com,+1-671-423-1137,Houston,TX,USA,2023-12-12,47.0,Male,B2C,1726,False
CUST00518,Jennifer,Martinez,user518@outlook.com,+1-465-291-9987,Austin,TX,USA,2022-06-06,44.0,Non-binary,B2C,1942,True
CUST00519,Jennifer,Garcia,user519@gmail.com,+1-388-610-7945,Nashville,TN,USA,2024-01-03,54.0,Female,B2C,3433,True
CUST00520,Robert,Davis,user520@yahoo.com,+1-384-685-3148,Fort Worth,TX,USA,2023-07-22,45.0,Female,B2B,818,True
CUST00521,Michael,Miller,user521@outlook.com,+1-400-249-3450,Denver,CO,USA,2023-01-02,35.0,Prefer not to say,B2C,79,True
CUST00522,John,Anderson,user522@gmail.com,+1-729-646-6172,Indianapolis,IN,USA,2023-10-17,39.0,Prefer not to say,B2C,2457,True
CUST00523,Mary,Taylor,user523@yahoo.com,+1-367-161-4530,Fort Worth,TX,USA,2022-03-16,42.0,Non-binary,B2B,3903,True
CUST00524,Robert,Garcia,user524@outlook.com,+1-568-673-5222,Austin,TX,USA,2023-11-30,33.0,Non-binary,B2C,162,False
CUST00525,David,Martinez,user525@gmail.com,+1-403-690-9821,Jacksonville,FL,USA,2022-07-08,40.0,Female,B2C,2331,True
CUST00526,Linda,Taylor,user526@yahoo.com,+1-657-180-7243,Seattle,WA,USA,2023-05-21,38.0,Non-binary,B2C,3799,True
CUST00527,Michael,Anderson,user527@outlook.com,+1-827-685-7631,Austin,TX,USA,2022-09-18,45.0,Male,B2B,648,True
CUST00528,Jennifer,Garcia,user528@gmail.com,+1-868-398-5382,San Diego,CA,USA,2023-06-18,63.0,Prefer not to say,B2C,2222,False
CUST00529,William,Davis,user529@yahoo.com,+1-623-271-4012,Washington,DC,USA,2023-07-19,40.0,Male,Wholesale,1024,True
CUST00530,Patricia,Williams,user530@outlook.com,+1-606-205-2565,Chicago,IL,USA,2023-01-26,56.0,Male,B2C,3876,True
CUST00531,William,Johnson,user531@gmail.com,+1-306-368-3544,Fort Worth,TX,USA,2022-02-10,45.0,Male,B2C,3193,True
CUST00532,Elizabeth,Jones,user532@yahoo.com,+1-653-741-3071,San Diego,CA,USA,2022-12-23,40.0,Female,Wholesale,4315,True
CUST00533,David,Garcia,user533@outlook.com,+1-533-984-8801,Los Angeles,CA,USA,2022-02-14,32.0,Prefer not to say,B2C,4428,True
CUST00534,Elizabeth,Wilson,user534@gmail.com,+1-381-705-8480,Phoenix,AZ,USA,2023-11-23,40.0,Prefer not to say,B2C,4288,True
CUST00535,William,Brown,user535@yahoo.com,+1-291-552-6044,Indianapolis,IN,USA,2023-06-24,39.0,Non-binary,B2C,3376,True
CUST00536,James,Smith,user536@outlook.com,+1-735-934-3233,San Jose,CA,USA,2022-08-30,29.0,Non-binary,B2C,2349,False
CUST00537,Linda,Jones,user537@gmail.com,+1-209-884-8052,Indianapolis,IN,USA,2022-01-13,31.0,Non-binary,B2B,4890,True
CUST00538,Jennifer,Brown,user538@yahoo.com,+1-621-674-8161,Denver,CO,USA,2022-01-12,42.0,Prefer not to say,B2C,2047,True
CUST00539,Patricia,Jones,user539@outlook.com,+1-281-532-4924,Fort Worth,TX,USA,2023-08-29,56.0,Non-binary,B2C,2332,True
CUST00540,Mary,Williams,user540@gmail.com,+1-339-396-2808,San Antonio,TX,USA,2023-10-04,37.0,Prefer not to say,B2C,3709,True
CUST00541,Jennifer,Smith,user541@yahoo.com,+1-355-150-9764,San Antonio,TX,USA,2024-02-04,20.0,Male,B2C,1523,True
CUST00542,John,Taylor,user542@outlook.com,+1-648-844-1134,Dallas,TX,USA,2023-03-15,18.0,Female,B2B,738,True
CUST00543,Patricia,Garcia,user543@gmail.com,+1-630-419-9165,Indianapolis,IN,USA,2022-01-23,25.0,Non-binary,B2C,3798,True
CUST00544,John,Smith,user544@yahoo.com,+1-472-894-7429,Chicago,IL,USA,2023-05-29,,Male,B2C,4449,False
CUST00545,Robert,Miller,user545@outlook.com,+1-212-224-5078,San Antonio,TX,USA,2022-10-10,22.0,Prefer not to say,Wholesale,3628,True
CUST00546,Linda,Taylor,user546@gmail.com,+1-989-196-9538,San Antonio,TX,USA,2022-02-22,48.0,Female,B2C,3873,False
CUST00547,John,Anderson,user547@yahoo.com,+1-945-143-9534,Austin,TX,USA,2023-04-30,45.0,Male,B2C,2075,False
CUST00548,Jennifer,Smith,user548@outlook.com,+1-882-323-2850,San Antonio,TX,USA,2023-04-10,36.0,Female,B2C,3556,True
CUST00549,Robert,Martinez,user549@gmail.com,+1-322-505-4982,Philadelphia,PA,USA,2022-01-24,19.0,Male,Wholesale,344,False
CUST00550,Mary,Brown,user550@yahoo.com,+1-361-611-2497,Jacksonville,FL,USA,2022-08-29,29.0,Non-binary,B2C,491,True
CUST00551,Elizabeth,Wilson,user551@outlook.com,+1-309-228-8992,Phoenix,AZ,USA,2023-07-07,35.0,Female,B2C,2594,True
CUST00552,James,Taylor,user552@gmail.com,+1-586-466-3207,San Antonio,TX,USA,2023-11-13,42.0,Non-binary,B2C,323,False
CUST00553,Robert,Wilson,user553@yahoo.com,+1-913-601-4109,Denver,CO,USA,2023-11-11,22.0,Female,B2B,4453,True
CUST00554,Robert,Martinez,user554@outlook.com,+1-767-264-2128,Charlotte,NC,USA,2023-05-18,55.0,Female,B2C,3681,True
CUST00555,Jennifer,Davis,user555@gmail.com,+1-200-894-9289,Denver,CO,USA,2023-02-14,42.0,Prefer not to say,B2B,1519,True
CUST00556,Patricia,Garcia,user556@yahoo.com,+1-938-164-9830,Nashville,TN,USA,2023-07-20,43.0,Prefer not to say,B2B,1555,False
CUST00557,Robert,Garcia,user557@outlook.com,+1-619-756-6276,Nashville,TN,USA,2022-08-28,45.0,Male,B2C,788,True
CUST00558,John,Smith,user558@gmail.com,+1-406-209-8952,Phoenix,AZ,USA,2022-03-10,53.0,Female,B2C,808,True
CUST00559,William,Martinez,user559@yahoo.com,+1-918-704-5193,Indianapolis,IN,USA,2023-08-27,40.0,Male,B2B,3001,True
CUST00560,Patricia,Anderson,user560@outlook.com,+1-703-952-2310,New York,NY,USA,2022-04-21,46.0,Prefer not to say,B2C,497,True
CUST00561,Elizabeth,Smith,user561@gmail.com,+1-831-372-9667,Jacksonville,FL,USA,2023-10-09,29.0,Male,B2C,576,True
CUST00562,William,Johnson,user562@yahoo.com,+1-303-842-4784,San Antonio,TX,USA,2022-05-02,59.0,Prefer not to say,B2C,1552,True
CUST00563,David,Williams,user563@outlook.com,+1-771-867-7802,Washington,DC,USA,2023-01-22,39.0,Male,B2C,4723,True
CUST00564,Mary,Williams,user564@gmail.com,+1-384-663-7579,Columbus,OH,USA,2023-12-14,29.0,Non-binary,B2B,1295,False
CUST00565,William,Garcia,user565@yahoo.com,+1-580-522-8054,Austin,TX,USA,2023-07-02,32.0,Non-binary,B2C,4984,True
CUST00566,William,Taylor,user566@outlook.com,,Fort Worth,TX,USA,2022-11-29,18.0,Prefer not to say,B2C,3252,True
CUST00567,Barbara,Smith,user567@gmail.com,+1-730-238-5945,San Jose,CA,USA,2022-02-23,32.0,Male,B2C,2460,True
CUST00568,James,Taylor,user568@yahoo.com,+1-482-666-9376,Austin,TX,USA,2022-11-30,18.0,Female,B2C,772,True
CUST00569,John,Williams,user569@outlook.com,+1-471-475-5093,Jacksonville,FL,USA,2023-12-17,47.0,Female,B2B,2099,True
CUST00570,Michael,Martinez,user570@gmail.com,+1-422-851-2264,Washington,DC,USA,2022-05-23,43.0,Non-binary,B2C,3952,True
CUST00571,Mary,Martinez,user571@yahoo.com,+1-857-407-1612,Washington,DC,USA,2024-01-29,26.0,Prefer not to say,B2C,642,True
CUST00572,Michael,Miller,user572@outlook.com,+1-323-990-4714,Jacksonville,FL,USA,2023-06-04,37.0,Male,Wholesale,3133,True
CUST00573,James,Garcia,user573@gmail.com,+1-752-678-3450,Seattle,WA,USA,2023-04-19,37.0,Non-binary,B2C,4115,True
CUST00574,David,Taylor,user574@yahoo.com,+1-602-556-9269,Los Angeles,CA,USA,2022-08-26,24.0,Male,B2C,1819,False
CUST00575,John,Williams,user575@outlook.com,+1-544-184-8796,Fort Worth,TX,USA,2023-03-27,35.0,Male,B2C,4490,False
CUST00576,Michael,Wilson,user576@gmail.com,+1-644-892-3136,Chicago,IL,USA,2023-02-12,38.0,Female,B2C,3939,True
CUST00577,David,Martinez,user577@yahoo.com,+1-400-674-9589,Fort Worth,TX,USA,2024-01-28,35.0,Female,B2C,1985,True
CUST00578,Jennifer,Anderson,user578@outlook.com,+1-789-191-2843,Columbus,OH,USA,2023-02-18,29.0,Prefer not to say,B2C,3469,True
CUST00579,Jennifer,Garcia,user579@gmail.com,+1-808-771-1396,San Antonio,TX,USA,2023-06-26,25.0,Non-binary,B2C,1386,True
CUST00580,John,Davis,user580@yahoo.com,+1-245-937-4825,Nashville,TN,USA,2023-11-18,34.0,Female,B2C,3062,True
CUST00581,Elizabeth,Smith,user581@outlook.com,+1-448-735-3419,Houston,TX,USA,2022-05-14,31.0,Non-binary,B2C,112,True
CUST00582,Linda,Davis,user582@gmail.com,+1-223-439-4424,San Jose,CA,USA,2022-06-22,,Female,B2C,1669,True
CUST00583,Elizabeth,Williams,user583@yahoo.com,+1-911-815-1301,Nashville,TN,USA,2024-01-21,54.0,Prefer not to say,B2C,4775,True
CUST00584,James,Jones,user584@outlook.com,+1-405-908-5444,Philadelphia,PA,USA,2023-02-01,49.0,Male,Wholesale,3808,True
CUST00585,David,Jones,user585@gmail.com,+1-878-972-6901,Fort Worth,TX,USA,2022-04-14,38.0,Male,B2C,156,True
CUST00586,Michael,Wilson,user586@yahoo.com,+1-926-201-6168,San Diego,CA,USA,2023-08-24,30.0,Prefer not to say,B2B,4891,True
CUST00587,William,Davis,user587@outlook.com,+1-774-829-1352,San Antonio,TX,USA,2022-10-17,48.0,Male,B2C,2026,True
CUST00588,Michael,Taylor,user588@gmail.com,+1-360-118-6681,Indianapolis,IN,USA,2023-06-03,45.0,Non-binary,B2B,2911,True
CUST00589,Robert,Smith,user589@yahoo.com,+1-840-363-7343,Seattle,WA,USA,2023-01-02,53.0,Male,B2C,4546,True
CUST00590,Jennifer,Miller,user590@outlook.com,+1-872-240-2438,Phoenix,AZ,USA,2022-12-17,40.0,Prefer not to say,B2C,4265,True
CUST00591,Barbara,Williams,user591@gmail.com,+1-636-419-6395,San Diego,CA,USA,2023-10-11,58.0,Prefer not to say,B2C,4441,True
CUST00592,Barbara,Wilson,user592@yahoo.com,+1-900-919-4314,Phoenix,AZ,USA,2022-11-18,40.0,Female,B2C,2531,True
CUST00593,David,Martinez,user593@outlook.com,+1-361-425-2111,Phoenix,AZ,USA,2023-10-31,30.0,Male,B2B,1508,True
CUST00594,Jennifer,Miller,user594@gmail.com,+1-621-410-8258,New York,NY,USA,2022-08-15,32.0,Non-binary,B2C,1244,True
CUST00595,John,Smith,user595@yahoo.com,+1-980-726-5372,Phoenix,AZ,USA,2022-06-15,44.0,Female,B2C,4885,True
CUST00596,Jennifer,Johnson,user596@outlook.com,+1-904-898-8808,New York,NY,USA,2022-12-25,31.0,Female,B2C,4115,False
CUST00597,Michael,Davis,user597@gmail.com,+1-685-240-3683,Philadelphia,PA,USA,2023-08-04,,Female,B2C,1853,True
CUST00598,Robert,Miller,user598@yahoo.com,+1-427-860-4323,New York,NY,USA,2023-09-27,43.0,Female,Wholesale,541,True
CUST00599,Linda,Taylor,user599@outlook.com,+1-532-987-8496,Nashville,TN,USA,2023-11-14,38.0,Female,B2C,3502,False
CUST00600,Elizabeth,Miller,user600@gmail.com,+1-937-420-7457,Nashville,TN,USA,2022-03-06,39.0,Male,B2C,4265,True
CUST00601,James,Brown,user601@yahoo.com,+1-731-650-7481,Charlotte,NC,USA,2023-12-03,34.0,Male,B2B,4568,False
CUST00602,Robert,Davis,user602@outlook.com,+1-607-411-5684,San Antonio,TX,USA,2022-03-18,18.0,Prefer not to say,B2C,1363,False
CUST00603,James,Taylor,user603@gmail.com,+1-729-245-8595,Nashville,TN,USA,2023-04-03,,Prefer not to say,B2C,740,True
CUST00604,Elizabeth,Wilson,user604@yahoo.com,+1-338-502-7775,Washington,DC,USA,2022-10-07,56.0,Non-binary,B2C,3693,True
CUST00605,Barbara,Taylor,user605@outlook.com,+1-406-565-2477,Charlotte,NC,USA,2022-10-05,40.0,Non-binary,B2C,2654,True
CUST00606,Mary,Taylor,user606@gmail.com,+1-660-749-6946,Chicago,IL,USA,2022-07-11,50.0,Male,B2C,4291,False
CUST00607,William,Miller,user607@yahoo.com,+1-244-886-3799,Fort Worth,TX,USA,2022-09-06,50.0,Non-binary,B2B,4632,True
CUST00608,John,Taylor,user608@outlook.com,+1-252-529-6047,Phoenix,AZ,USA,2022-09-09,37.0,Non-binary,B2C,3655,True
CUST00609,John,Brown,user609@gmail.com,+1-203-737-5146,Houston,TX,USA,2022-10-08,45.0,Male,B2B,3757,False
CUST00610,James,Martinez,user610@yahoo.com,+1-705-343-4553,Denver,CO,USA,2024-02-14,19.0,Prefer not to say,B2C,3717,False
CUST00611,Barbara,Martinez,user611@outlook.com,+1-206-350-9967,Chicago,IL,USA,2023-11-18,55.0,Non-binary,B2C,4567,True
CUST00612,John,Smith,user612@gmail.com,+1-868-457-1601,Philadelphia,PA,USA,2022-03-17,54.0,Female,B2C,265,True
CUST00613,James,Johnson,user613@yahoo.com,+1-626-282-3643,Chicago,IL,USA,2023-05-30,43.0,Non-binary,B2C,4873,True
CUST00614,Jennifer,Smith,user614@outlook.com,+1-295-886-5903,Washington,DC,USA,2023-12-09,41.0,Non-binary,B2C,3019,False
CUST00615,William,Johnson,user615@gmail.com,+1-499-582-3204,Columbus,OH,USA,2022-04-16,37.0,Male,B2C,2248,True
CUST00616,Patricia,Taylor,user616@yahoo.com,+1-414-726-1953,Seattle,WA,USA,2023-10-05,52.0,Male,B2B,4680,True
CUST00617,Elizabeth,Jones,user617@outlook.com,+1-637-723-6185,Nashville,TN,USA,2024-01-22,47.0,Non-binary,B2C,4304,True
CUST00618,Barbara,Davis,user618@gmail.com,+1-732-846-9154,Nashville,TN,USA,2022-07-21,18.0,Prefer not to say,B2C,1473,True
CUST00619,James,Johnson,user619@yahoo.com,+1-224-576-2932,San Antonio,TX,USA,2023-03-28,33.0,Female,Wholesale,3396,False
CUST00620,Jennifer,Wilson,user620@outlook.com,+1-852-317-1185,Austin,TX,USA,2022-03-12,24.0,Female,B2C,2307,True
CUST00621,Robert,Wilson,user621@gmail.com,+1-763-431-1100,San Jose,CA,USA,2022-04-16,22.0,Male,B2B,2730,True
CUST00622,Barbara,Smith,user622@yahoo.com,+1-379-298-6415,Washington,DC,USA,2023-09-08,51.0,Non-binary,B2C,3924,False
CUST00623,Linda,Williams,user623@outlook.com,+1-842-571-9797,Phoenix,AZ,USA,2022-02-25,37.0,Non-binary,B2C,3788,False
CUST00624,Robert,Martinez,user624@gmail.com,+1-942-794-6169,Seattle,WA,USA,2022-03-29,43.0,Male,B2C,1706,True
CUST00625,John,Jones,user625@yahoo.com,+1-231-447-7147,Chicago,IL,USA,2023-07-04,38.0,Female,B2C,4677,False
CUST00626,Mary,Jones,user626@outlook.com,+1-922-978-6152,Nashville,TN,USA,2022-10-19,22.0,Male,B2B,2224,False
CUST00627,Patricia,Garcia,user627@gmail.com,+1-662-949-5958,Indianapolis,IN,USA,2022-05-15,19.0,Female,B2C,4301,True
CUST00628,Jennifer,Smith,user628@yahoo.com,+1-996-306-2517,Houston,TX,USA,2022-09-29,32.0,Prefer not to say,B2C,4145,True
CUST00629,John,Brown,user629@outlook.com,+1-548-595-9579,Seattle,WA,USA,2024-01-20,33.0,Non-binary,B2C,2681,True
CUST00630,David,Williams,user630@gmail.com,,Seattle,WA,USA,2022-06-02,33.0,Prefer not to say,B2C,3175,True
CUST00631,James,Anderson,user631@yahoo.com,+1-808-992-2426,San Jose,CA,USA,2022-01-07,34.0,Non-binary,B2B,3824,True
CUST00632,David,Taylor,user632@outlook.com,+1-519-123-6114,Seattle,WA,USA,2022-06-10,62.0,Female,B2B,2628,True
CUST00633,Robert,Wilson,user633@gmail.com,+1-526-891-8227,San Jose,CA,USA,2022-10-27,50.0,Male,B2C,2233,True
CUST00634,Mary,Smith,user634@yahoo.com,+1-837-673-9422,Dallas,TX,USA,2022-09-02,40.0,Male,B2C,1692,True
CUST00635,John,Taylor,user635@outlook.com,+1-490-687-5011,Dallas,TX,USA,2023-05-10,37.0,Female,B2C,583,True
CUST00636,Linda,Smith,user636@gmail.com,+1-333-129-8712,Denver,CO,USA,2023-06-11,37.0,Male,Wholesale,867,False
CUST00637,Michael,Miller,user637@yahoo.com,+1-383-821-8304,Chicago,IL,USA,2022-03-25,46.0,Non-binary,B2C,2559,True
CUST00638,Mary,Davis,user638@outlook.com,+1-781-234-2522,Denver,CO,USA,2022-11-04,37.0,Prefer not to say,B2C,796,False
CUST00639,Linda,Brown,user639@gmail.com,+1-429-247-5227,Charlotte,NC,USA,2023-04-28,48.0,Non-binary,B2C,3211,True
CUST00640,Linda,Davis,user640@yahoo.com,+1-230-166-8787,Austin,TX,USA,2023-05-29,42.0,Male,B2C,2879,False
CUST00641,Robert,Garcia,user641@outlook.com,+1-818-688-3087,Philadelphia,PA,USA,2023-12-18,63.0,Male,B2C,3323,True
CUST00642,David,Johnson,user642@gmail.com,+1-509-645-8552,Denver,CO,USA,2023-05-22,36.0,Prefer not to say,B2C,4837,False
CUST00643,Patricia,Wilson,user643@yahoo.com,+1-362-593-7288,Nashville,TN,USA,2023-01-06,51.0,Male,B2C,2791,True
CUST00644,Barbara,Garcia,user644@outlook.com,+1-757-810-4869,Columbus,OH,USA,2023-11-01,25.0,Female,B2C,638,False
CUST00645,Barbara,Davis,user645@gmail.com,+1-533-668-2599,Washington,DC,USA,2022-06-27,30.0,Prefer not to say,B2B,1443,True
CUST00646,Barbara,Johnson,user646@yahoo.com,+1-901-933-7208,Chicago,IL,USA,2023-09-23,60.0,Non-binary,B2C,4049,True
CUST00647,John,Martinez,user647@outlook.com,+1-973-751-1003,San Antonio,TX,USA,2022-05-21,48.0,Female,Wholesale,1222,False
CUST00648,Barbara,Martinez,user648@gmail.com,+1-657-300-4369,Fort Worth,TX,USA,2023-03-29,43.0,Non-binary,B2C,2455,True
CUST00649,Mary,Martinez,user649@yahoo.com,+1-208-726-9362,Jacksonville,FL,USA,2023-11-07,66.0,Prefer not to say,B2B,1044,True
CUST00650,William,Smith,user650@outlook.com,+1-200-820-6885,Jacksonville,FL,USA,2022-04-07,37.0,Male,B2C,2311,True
CUST00651,Elizabeth,Martinez,user651@gmail.com,+1-603-740-6212,Columbus,OH,USA,2023-01-01,51.0,Prefer not to say,B2C,3326,False
CUST00652,Patricia,Anderson,user652@yahoo.com,+1-377-586-3278,Denver,CO,USA,2023-11-08,52.0,Female,B2C,4550,False
CUST00653,John,Jones,user653@outlook.com,+1-886-228-3200,Columbus,OH,USA,2023-07-14,57.0,Male,B2C,587,True
CUST00654,David,Miller,user654@gmail.com,+1-339-186-3248,Indianapolis,IN,USA,2022-08-12,24.0,Prefer not to say,B2C,3735,False
CUST00655,William,Miller,user655@yahoo.com,+1-765-939-8373,Charlotte,NC,USA,2022-10-07,37.0,Prefer not to say,B2B,2910,True
CUST00656,Barbara,Smith,user656@outlook.com,+1-791-610-4878,Columbus,OH,USA,2022-10-16,41.0,Non-binary,B2B,3365,True
CUST00657,Barbara,Davis,user657@gmail.com,+1-921-477-2854,Los Angeles,CA,USA,2022-02-21,57.0,Prefer not to say,B2B,655,True
CUST00658,William,Johnson,user658@yahoo.com,+1-735-724-2449,Charlotte,NC,USA,2023-03-11,43.0,Female,B2C,3870,True
CUST00659,James,Garcia,user659@outlook.com,+1-747-897-1176,Nashville,TN,USA,2023-05-01,52.0,Prefer not to say,B2B,3719,False
CUST00660,Jennifer,Jones,user660@gmail.com,+1-496-271-1578,Columbus,OH,USA,2023-05-30,23.0,Non-binary,B2B,4617,True
CUST00661,Barbara,Williams,user661@yahoo.com,+1-786-152-5780,Indianapolis,IN,USA,2022-04-06,34.0,Male,B2B,2349,False
CUST00662,William,Johnson,user662@outlook.com,+1-484-358-3171,Phoenix,AZ,USA,2022-05-09,54.0,Non-binary,B2C,2254,True
CUST00663,Barbara,Williams,user663@gmail.com,+1-805-856-3476,Houston,TX,USA,2022-01-23,35.0,Prefer not to say,B2C,3029,True
CUST00664,Linda,Williams,user664@yahoo.com,+1-740-982-1542,San Diego,CA,USA,2023-02-10,38.0,Non-binary,B2C,691,True
CUST00665,Michael,Miller,user665@outlook.com,+1-443-776-8211,Indianapolis,IN,USA,2022-08-28,57.0,Female,B2C,1727,True
CUST00666,Mary,Smith,user666@gmail.com,+1-371-575-7533,Dallas,TX,USA,2022-03-26,27.0,Prefer not to say,B2C,2468,False
CUST00667,David,Taylor,user667@yahoo.com,+1-599-585-5302,Fort Worth,TX,USA,2022-12-29,30.0,Female,B2C,4345,False
CUST00668,Linda,Miller,user668@outlook.com,+1-894-423-9687,San Jose,CA,USA,2022-01-19,22.0,Male,B2C,797,True
CUST00669,David,Jones,user669@gmail.com,,Nashville,TN,USA,2023-11-02,57.0,Male,B2C,2091,False
CUST00670,Elizabeth,Anderson,user670@yahoo.com,+1-802-888-4193,San Diego,CA,USA,2023-12-18,50.0,Non-binary,B2C,1473,True
CUST00671,Mary,Smith,user671@outlook.com,+1-621-200-9605,New York,NY,USA,2022-01-17,49.0,Male,B2C,3653,True
CUST00672,Robert,Brown,user672@gmail.com,+1-234-124-2506,San Jose,CA,USA,2022-12-07,34.0,Male,B2C,4867,True
CUST00673,Mary,Martinez,user673@yahoo.com,+1-333-484-4027,Houston,TX,USA,2022-07-09,21.0,Male,B2C,1509,True
CUST00674,David,Johnson,user674@outlook.com,+1-854-564-5528,Charlotte,NC,USA,2023-04-03,18.0,Prefer not to say,B2C,2649,True
CUST00675,Robert,Smith,user675@gmail.com,+1-591-497-6450,Chicago,IL,USA,2022-09-09,54.0,Male,B2B,2115,True
CUST00676,Mary,Davis,user676@yahoo.com,+1-405-724-7432,Charlotte,NC,USA,2022-10-04,44.0,,B2C,4030,True
CUST00677,Michael,Brown,user677@outlook.com,+1-828-758-2740,Denver,CO,USA,2022-08-12,47.0,Prefer not to say,B2C,2121,True
CUST00678,Mary,Martinez,user678@gmail.com,+1-945-356-8305,Chicago,IL,USA,2022-02-24,41.0,Male,B2B,4077,True
CUST00679,David,Miller,user679@yahoo.com,+1-472-255-6403,Los Angeles,CA,USA,2022-01-02,28.0,Prefer not to say,B2C,4707,True
CUST00680,Michael,Miller,user680@outlook.com,+1-945-899-2148,Indianapolis,IN,USA,2024-02-02,34.0,Female,B2C,27,False
CUST00681,Barbara,Wilson,user681@gmail.com,+1-567-441-5961,Houston,TX,USA,2024-01-19,26.0,Prefer not to say,B2B,452,True
CUST00682,Jennifer,Johnson,user682@yahoo.com,+1-670-878-5750,Denver,CO,USA,2023-07-22,24.0,Female,B2C,1446,True
CUST00683,Robert,Taylor,user683@outlook.com,+1-599-209-6886,San Antonio,TX,USA,2023-08-20,49.0,Prefer not to say,B2C,695,False
CUST00684,James,Brown,user684@gmail.com,+1-225-837-4907,Phoenix,AZ,USA,2022-10-22,19.0,,B2C,3184,True
CUST00685,William,Davis,user685@yahoo.com,+1-216-137-6558,Indianapolis,IN,USA,2023-04-24,26.0,Male,B2C,2766,True
CUST00686,Patricia,Anderson,user686@outlook.com,+1-883-635-8509,Houston,TX,USA,2023-09-22,35.0,Female,B2C,4746,True
CUST00687,Elizabeth,Williams,user687@gmail.com,+1-700-769-1312,Los Angeles,CA,USA,2022-04-22,39.0,Prefer not to say,B2C,375,True
CUST00688,John,Anderson,user688@yahoo.com,+1-251-414-2594,New York,NY,USA,2022-07-22,21.0,,B2C,1398,True
CUST00689,Linda,Martinez,user689@outlook.com,+1-830-325-2033,Houston,TX,USA,2022-06-15,18.0,Female,Wholesale,3491,True
CUST00690,Mary,Anderson,user690@gmail.com,+1-789-658-3250,Austin,TX,USA,2023-09-17,43.0,Non-binary,B2C,1746,True
CUST00691,Mary,Johnson,user691@yahoo.com,+1-480-244-7801,Austin,TX,USA,2022-09-27,40.0,Female,B2C,3030,True
CUST00692,Barbara,Smith,user692@outlook.com,+1-336-202-7162,San Diego,CA,USA,2023-11-13,54.0,Female,B2C,128,False
CUST00693,James,Williams,user693@gmail.com,+1-291-823-5648,New York,NY,USA,2022-05-06,39.0,Prefer not to say,B2B,3899,True
CUST00694,David,Jones,user694@yahoo.com,+1-735-561-7750,Phoenix,AZ,USA,2022-11-17,44.0,Female,B2B,1429,True
CUST00695,Barbara,Johnson,user695@outlook.com,+1-842-946-5934,Indianapolis,IN,USA,2022-10-07,29.0,Non-binary,B2C,3430,True
CUST00696,Mary,Wilson,user696@gmail.com,+1-297-733-6929,San Antonio,TX,USA,2023-01-02,30.0,Female,B2C,3802,True
CUST00697,Patricia,Johnson,user697@yahoo.com,+1-352-801-8772,Los Angeles,CA,USA,2023-03-06,23.0,Prefer not to say,B2B,1444,True
CUST00698,David,Garcia,user698@outlook.com,+1-491-314-8121,Los Angeles,CA,USA,2022-03-08,29.0,Non-binary,B2C,2738,False
CUST00699,Elizabeth,Smith,user699@gmail.com,+1-750-280-3589,Houston,TX,USA,2022-03-09,34.0,Male,B2C,3973,True
CUST00700,Elizabeth,Davis,user700@yahoo.com,+1-806-693-6340,San Diego,CA,USA,2022-04-21,52.0,Prefer not to say,B2C,1628,True
CUST00701,Jennifer,Brown,user701@outlook.com,+1-300-342-7759,Houston,TX,USA,2022-12-24,27.0,Female,B2C,3076,True
CUST00702,Barbara,Davis,user702@gmail.com,+1-255-546-3374,Indianapolis,IN,USA,2022-04-25,63.0,Female,B2C,4992,False
CUST00703,Jennifer,Williams,user703@yahoo.com,+1-668-837-4181,Fort Worth,TX,USA,2022-10-04,45.0,Non-binary,B2C,2209,True
CUST00704,James,Taylor,user704@outlook.com,+1-782-161-5597,Phoenix,AZ,USA,2023-06-06,42.0,Female,B2C,910,False
